"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"Shared common space with air mattress available","","N/A","N/A","N/A","f","",1,1,"t","t","College",NA,45.36306,-75.75019,"Shared room in house","Shared room",1,NA,1,1,"[""Smoke alarm"", ""Kitchen"", ""Carbon monoxide alarm"", ""Free parking on premises""]","$105.00",1,7,"f",1,0,0,"2018-05-24","2018-05-24",100,10,10,10,10,10,10,"f",1,0,0,0.03
"Nice 2nd floor, smoke free apartment situated in a heritage home. Located in Beechwood Village close to shops, boutiques and close to downtown (about 3km) and Ottawa U (about 3km)","","N/A","N/A","33%","f","",5,5,"t","t","Rideau-Rockcliffe",NA,45.44135,-75.67346,"Entire apartment","Entire home/apt",3,NA,3,3,"[""Essentials"", ""Washer"", ""Dryer"", ""Wifi"", ""Private entrance"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$82.00",180,1125,"t",1,1,0,"2020-09-30","2020-09-30",100,10,10,10,10,10,10,"t",5,5,0,0.22
"Lovely home located on a quiet crescent. The home is a 10 minute walk to the quaint town of Manotick. The home is located within an 8 minute walk to the Manotick Aquatic boat launch.  Some guests arrive by kayak or canoe! You will find restaurants, shops and the beautiful Manotick Mill a short walk away. The 416 highway access is 5 minutes away and downtown Ottawa is a 30 minute drive. You will have access to a private backyard deck,  patio with gazebo.","","N/A","N/A","100%","f","",2,2,"t","t","Rideau-Goulbourn",NA,45.23125,-75.68411,"Private room in house","Private room",2,NA,1,1,"[""Essentials"", ""Hair dryer"", ""Wifi"", ""Breakfast"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$115.00",1,4,"t",6,0,0,"2018-07-19","2019-12-26",100,10,10,10,10,10,10,"t",1,0,1,0.19
"Spacious, charming bachelor with character, right next to all the best that Ottawa has to offer! A 5min walk to Parliament, 10min walk to the Rideau Canal and Ottawa University, and a 15min walk to the Byward Market! Step out and experience the culinary delights of Elgin and Sparks street with its plethora of local cafes, restaurants, and shops! Come and enjoy Ottawa as it was meant to be!<br /><br /><b>The space</b><br />Make yourself at home in this fully furnished, warm studio apartment! The main bed is a double while the sofa also turns into a double bed. The kitchen has everything you need in order to prepare a delicious home-cooked meal, including free coffee and tea. Connect your laptop to the TV and stream movies via the included Wi-Fi. Or, if you're bored, play some board games!<br /><br /><b>Other things to note</b><br />When Checking out, please leave the keys on the table, the door can stay unlocked.","Prime location in the epicenter of Ottawa adjacent to lively Elgin St but without the hustle and bustle. A short walk to all the major tourist attractions such as the Parliament, ByWard Market, and Rideau Canal!  A plethora of food choices for every budget, whether it's tacos at El Camino, fresh organic vegan delights at Pure Kitchen, or authentic Canadian poutine from the Chip Truck downstairs. Dining-in with quality produce at the Sobeys right around the corner is also an option. Pair it with some beer or wine from the Wine Shop! Feel like doing some shopping? The popular newly modernized Rideau Centre mall is a short walk away. Trendy night-life is easily accessible via eclectic Elgin St with a wide-selection of pubs, restaurants, and lounges catering to every type of taste! Then embrace the next morning with a cup of organic, fairly traded coffee at Happy Goat Coffee Company! Are you a student at Ottawa University? Imagine living in such close proximity to all of the above and stil","N/A","N/A","N/A","f","",2,2,"t","f","Somerset",NA,45.41927,-75.6928,"Entire apartment","Entire home/apt",3,NA,NA,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Elevator"", ""Refrigerator"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Paid parking on premises"", ""Washer"", ""Dryer"", ""Bathtub"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Oven"", ""Paid parking off premises""]","$85.00",2,14,"t",47,0,0,"2018-06-02","2019-08-29",93,10,10,10,10,10,9,"t",2,2,0,1.43
"Private cozy bachelor suite in a bungalow located near by St. Laurent and Trainyard shopping center. This space is well suited for professionals looking for a low-key, quiet and private space. This space is the lower part of the house, which has its own private entrance. Key will be in a lockbox, making check-in flexible. Please take note the host lives with an energetic dog in the upper portion of the bungalow. Always available for questions and help!<br /><br /><b>The space</b><br />Located by St Laurent Shopping Center Industrial Park by the 417 Queensway. Private bachelor basement unit in a cozy bungalow. Veggie garden in the backyard and access to laundry machines.<br /><br /><b>Guest access</b><br />Driveway parking, backyard seasonal veggie garden, washer & dryer in laundry room that is shared with owner<br /><br /><b>Other things to note</b><br />Electric baseboard heater in bathroom. Main temperature thermostat is located upstairs due to central air but extra portable heater a","Small residential neighbourhood tucked away in St Laurent Industrial Park. Right off the highway and 5 minutes walk to St Laurent Shopping center and transit hub","within a day","83%","70%","f","",1,1,"t","t","Beacon Hill-Cyrville",NA,45.41832,-75.63064,"Entire guest suite","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$59.00",3,28,"t",20,4,0,"2018-07-02","2021-01-02",89,10,8,10,10,10,9,"f",1,1,0,0.63
"We would be thrilled to host you in our recently-finished basement studio with kitchen in our classic brick home on a quiet street in the heart of the Glebe. Double bed and a pullout sofa sleeps 4. Thoughtfully appointed and steps away from the bustling Glebe restaurants and shops and events at TD Place. Perfect for meetings downtown, or exploring Canada’s Capital.<br /><br />NOTES: No dedicated parking. Street parking: unlimited (7PM-7AM) or 1 hr (7AM-7PM). Parking garage nearby for reasonable price.<br /><br /><b>The space</b><br />Suite has 3-piece bathroom (no tub). Kitchen with cooktop, micro and dishwasher. Basic pots, pans, utensils and dishes. Coffee maker and toaster oven. Washer and dryer in bath. Wifi and Netflix/Google Play (guest’s own account) available. Pack and play and high chair available for the smallest of guests.<br /><br /><b>Guest access</b><br />Entire suite with private entrance at side of house.<br /><br /><b>Other things to note</b><br />We do have two kids w","Explore the restaurants and shops along Bank Street. 2-3 blocks from Lansdowne and TD Place as well as the Rideau Canal. 30 minute walk or 12 minute bus ride to downtown and Parliament Hill.","within an hour","100%","97%","f","",1,1,"t","t","Capital",NA,45.40198,-75.68633,"Entire guest suite","Entire home/apt",4,NA,NA,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""High chair"", ""Pack \u2019n Play/travel crib"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Luggage dropoff allowed"", ""Paid parking off premises"", ""Dishwasher""]","$80.00",2,1125,"t",91,16,1,"2018-06-25","2021-01-18",96,10,10,10,10,10,10,"t",1,1,0,2.83
"Shared bathroom, need mask out of room<br />Elegant&bright despite in the basement, thanks to big window, laundry at the basement as well.<br />Washroom shared. Bath and kitchen basics provided(toaster, microwave, mini oven, portable induction cooker, rice cooker). Extra Heater is provided for winter.<br />Conservation Forest park few hundred meters away, famous for biking getaway.<br />5 minutes drive to high tech IT park<br />Sobeys grocery 2 minutes <br />Costco, Tanger outlets shopping centre 10 minutes away<br /><br /><b>The space</b><br />This is the most beautiful community in Ottawa. <br />There is a deep forest park and a football field nearby. It's very green. <br />Drive to downtown only takes 30 minutes, but accommodation fee is a quarter of the city, you can use the savings rate to rent a car and gain much more mobility.<br /><br /><b>Guest access</b><br />Laundry room, microwave oven, electric oven, hot kettle, electric rice cooker. <br />No stove top.<br /><br /><b>Other","This is a a wonderful spot if you are thinking about half accessing the city and half getaway vocation, or WORK in the IT zone, it gets all three perks.<br /><br />For shopping, the fasionista Bayshore shopping centre is just 15 minutes drive away.<br />For brands outlet, Tanger Outlets Ottawa is the place you go for international shopping spree. Go and attack on the same goods but only cost less than half elsewhere!<br /><br />And if you plan to stay a little longer,  the newly started Richcraft Recreation Complex is a splash to be reckoned with.","within an hour","100%","89%","t","",4,4,"t","t","Kanata North",NA,45.34784,-75.94813,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Shower gel"", ""Garden or backyard"", ""Bread maker"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Dishwasher""]","$58.00",5,180,"t",12,0,0,"2018-06-29","2019-12-21",95,10,9,10,10,9,9,"f",3,1,2,0.37
"Central heritage family home walking distance to the Canal, River, downtown and all amenities. Nestled in one of Ottawa's most Central and safe communities, all of Ottawa's most exciting events are easily accessible.<br />Basement suite in a family home has a comfortable Queen-sized bed and full private bathroom with shower. Clean and welcoming. Shared entrance.<br />We are friendly and respectful and expect as much from our guests. We look forward to welcoming you during your travels.","","N/A","N/A","0%","t","",1,1,"t","t","Capital",NA,45.40385,-75.67441,"Private room in guest suite","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Bed linens"", ""Extra pillows and blankets"", ""Pack \u2019n Play/travel crib"", ""Free street parking"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Long term stays allowed"", ""Heating"", ""Shampoo"", ""Lockbox"", ""Luggage dropoff allowed""]","$108.00",1,1125,"t",59,0,0,"2018-05-30","2019-12-31",100,10,10,10,10,10,10,"f",1,0,1,1.79
"Great location in the east end of Ottawa, walking distance to trendy New Edinburgh which has many cafés and restaurants. The building is a hotel living experience with great amenities that include a restaurant, cafeteria, gym, pool, hot tub, sauna, rooftop etc.. The apartment is on the 12th floor facing west so it has magnificent sunsets.<br /><br /><b>The space</b><br />The space has a full kitchen including fridge, stove, microwave and dishwasher. The bathroom has stackable washer and dryer. There is 65” television with cable and Netflix included.<br /><br /><b>Guest access</b><br />Guest have access to all amenities including pool, gym, hot tub and sauna.","Proximity to trendy new Edinburgh and 10 min drive from the market and downtown.","within an hour","100%","100%","f","",1,1,"t","t","Rideau-Rockcliffe",NA,45.44528,-75.6493,"Entire serviced apartment","Entire home/apt",3,NA,NA,1,"[""Gym"", ""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Private entrance"", ""Hot tub"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Pool"", ""Long term stays allowed"", ""Elevator"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace""]","$100.00",30,365,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,NA
"<b>The space</b><br />Fireplace is not operational<br /><br /><b>Other things to note</b><br />Spend the day exploring, not running errands! <br />Convenience items delivered to your Airbnb upon check-in <br />- pack and play, stroller and booster seat <br />-breakfast items (eggs, bacon, hash browns, bread, milk and orange juice) <br />- convenience package (shampoo, body wash, tooth brush, tooth paste etc)  <br />-bike rentals <br />- flowers and chocolates <br />- snack items (chips, water, pop, gummies) <br />- night in package (Lush soaps, bath bombs) <br />- Ottawa souvenirs (key chain, card, and maple syrup) <br /><br />All items available at additional rate. Will be in your unit upon check in","","within an hour","99%","92%","f","Downtown",67,67,"t","t","Capital",NA,45.40998,-75.68777,"Entire house","Entire home/apt",8,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Free street parking"", ""Keypad"", ""Iron"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware""]","$119.00",7,1125,"t",67,11,1,"2018-06-04","2021-01-21",92,9,9,10,9,10,9,"f",65,58,7,2.04
"Our home lies tucked away off the Rideau canal in a small Ottawa city neighbourhood.<br />Constructed in 1881, it exudes classic character with high ceilings and large windows yet modern elegance following a complete overhaul in 2017. <br /><br />Homebodies ourselves, we opened up the space and added high-end amenities including a full “home chef” stainless steel kitchen, a tiled bathroom with a deep soaker tub and a living room with soft (but firm!) couches for easy lounging, coffee sipping and window gazing.<br /><br /><b>The space</b><br />Alongside The Rideau Canal, our neighbourhood is surrounded by nature. A quaint but mighty bakery is just steps away (for those coveted Ottawa Kettleman’s bagels!), along with fantastic restaurants and full shopping & entertainment a few blocks further in the Lansdowne Park area. Lansdowne is home to the annual Winterlude Festival as well as year-round football games, farmers markets, concerts and pop-up events.<br /><br />Just off the Highway 417","","N/A","N/A","N/A","t","",1,1,"t","t","Capital",NA,45.40174,-75.68417,"Entire house","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Garden or backyard"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Dishwasher""]","$200.00",1,1125,"t",21,0,0,"2018-12-27","2019-10-16",96,10,9,10,10,10,10,"t",1,1,0,0.81
"Indulge in the comfort and style of this tastefully appointed home. The residence showcases an open-plan layout living room, neutral tones, touches of color, rich textures, and an outdoor lounge space.","This fabulous neighborhood is steps from the Rideau Canal and Lansdowne Park, with coffee shops, pubs, eateries, and a movie theater also nearby. Rent a bike and explore Parliament and the Byward Market.","N/A","N/A","100%","t","",1,1,"t","t","Capital",NA,45.40072,-75.68411,"Entire townhouse","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Heating"", ""Full kitchen"", ""Bathroom essentials"", ""Iron"", ""Air conditioning"", ""Bedroom comforts"", ""Smoke alarm"", ""Dishwasher"", ""Carbon monoxide alarm""]","$111.00",60,1125,"t",11,1,0,"2018-07-17","2020-06-17",100,10,10,10,10,10,10,"f",1,1,0,0.35
"Cool space in the heart of the city. Walk to everything.<br />Once an architect’s office, this centrally located apartment has been tastefully converted to provide a quiet retreat for guests.<br /><br /><b>The space</b><br />The apartment has a separate entrance and is in a heritage home steps from Elgin Street restaurants.  Short walk to Jazzfest, Parliament,  Rideau Centre , Rideau Canal and Museum of Nature.<br /><br />Bright and cool with lots of of natural light looking into a peaceful garden. <br /> <br />Fully equipped for self catering.<br /><br />Parking can be arranged with coordination and minimal in/out privileges.","The name of our neighbourhood is the Golden Triangle, it lies between Elgin Street and the Rideau Canal, and Laurier Avenue and the Queensway.  It’s name comes from the shape of the neighbourhood, coming to a point when the Canal and Elgin Street meet. <br />Elgin is the main street in this area and is home to stores,  boutiques and galleries, while surrounded by eating establishments, cafes, bars, and nightclubs.","N/A","N/A","58%","t","",1,1,"t","t","Somerset",NA,45.41567,-75.6869,"Entire apartment","Entire home/apt",3,NA,NA,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Refrigerator"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Paid parking on premises"", ""Host greets you"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises""]","$110.00",1,7,"t",131,1,0,"2018-06-14","2020-03-01",99,10,10,10,10,10,10,"t",1,1,0,4.03
"Master Room with Queen Bed on Second Story in a classic house, Closer to Civic Hospital Area,  15 min to Down Town/ uOttawa by Transit and Highway, Few Stops away from Tunney's Pastures Bus Terminal. Walk to Wellington Food Places, Proximity to Convenience and West gate Shopping Plaza.<br />See the Amenities.<br />If you are international traveller please request dates after completing 2 weeks  of self isolation after landing in Canada.<br /><br /><b>Guest access</b><br />Guest can use Kitchen, Laundry, Dining Space,  Etc.<br /><br /><b>Other things to note</b><br />If you are exposed to COVID please do not book this place.<br />Also if you are  coming from another country, Please notify before booking and confirm how you have been observing coved safety.  You may have limited access to kitchen.<br />If you want to use Parking spot please check the availability before booking. In the winter,  assume some hand snow shoveling by your self towards access to  the parking spot. <br />Street","Civic Hospital, West Gate Shopping Plaza, Wellington  Shopping / Dining.","within an hour","100%","95%","t","Civic Hospital - Experimental Farm - Central Park",3,3,"t","t","Kitchissippi",NA,45.39243,-75.72974,"Private room in house","Private room",2,NA,1,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Bathtub"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$32.00",4,120,"t",20,6,0,"2018-06-24","2020-12-28",98,10,10,10,10,10,10,"f",5,0,5,0.62
"Our home is an upbeat and friendly place, located in the heart of the city where Wellington West meets Hintonburg, approximately 2.5 km west of the downtown core. We are walking distance to all of what our beautiful neighborhood has to offer: shops, cafe's local markets, pubs, and some of the best gelato in the city, parks, paths and the Ottawa river.<br /><br /><b>The space</b><br />Our home is a 2-story semi-detached. The room available is located on the second floor, facing the back of the house and is immediately beside the upstairs bathroom. There is a large screen TV with a DVD player, Netflix and an antenna for receivable local TV stations – we do not have cable TV in the house.  The room is not large but fits a double sized bed, mini-fridge, and long dresser that the TV sits on, a small desk and stool, and a closet.   <br /><br />Wireless internet is available. Laundry is available to you in the basement.<br /><br /><b>Guest access</b><br />There are two shared entrances to the","Wellington West and Hintonburg are bustling neighborhoods that have so much to offer from their local markets, to a plethora of restaurants, pubs, cafes, and shops, as well as parks, trails and the Ottawa River. Other close and compelling neighborhoods include Westboro, Little Italy and Chinatown. You can choose to walk, bus, drive, bike (rentals available in local parks) – all options are open to you.","N/A","N/A","0%","t","",1,1,"t","t","Kitchissippi",NA,45.39771,-75.72763,"Private room in house","Private room",2,NA,1,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$25.00",28,1125,"t",25,0,0,"2018-12-02","2019-11-12",99,10,10,10,10,10,10,"f",1,0,1,0.93
"","","N/A","N/A","N/A","f","",1,1,"t","t","Knoxdale-Merivale",NA,45.3288,-75.75889,"Entire guest suite","Entire home/apt",2,NA,2,2,"[""Essentials"", ""Free street parking"", ""Host greets you"", ""Washer"", ""Dryer"", ""Wifi"", ""Private entrance"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Shampoo"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$80.00",1,1125,"t",6,0,0,"2018-06-30","2019-03-14",90,9,10,10,10,9,9,"f",1,1,0,0.19
"House is made of Brick, home is made of heart! Welcome to our home. We are a small family .We Love traveling and exploring different places. You’d have your own private room and bathroom. For your convenient, Your room equipped with a coffee maker and mini fridge ! We're close to Kanata Tech park and major high tech companies , Richcraft recreation complex , walking distance  to many stores, pubs, parks and local businesses. Canadian tire center is within 8-10 mins drive at max.<br /><br /><b>The space</b><br />its very close to Kanata North Technology park. So whether you are traveling for your co-op program and need short term lease or having a business trip to Kanata or dealing with one of the Tech company in the area , visiting a concert or watching a Senator game at Canadian tire center, No LOOK FURTHER !  There are also lots of park , easy access to bus and transit , walking distance to grocery , restaurants etc. Your bedroom has a queen size bed which good for a guy or a couple.","Morgan grants , walking distance to groceries , shopers, dollarama , starbucks , mcdonalds , and much more. Kanata technology park , 25 mins to Gatinue ,  20 min downtown Ottawa","N/A","N/A","N/A","t","",4,4,"t","t","Kanata North",NA,45.34945,-75.93917,"Private room in house","Private room",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Extra pillows and blankets"", ""High chair"", ""Children\u2019s books and toys"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Essentials"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Room-darkening shades""]","$70.00",1,12,"t",55,0,0,"2018-06-15","2019-09-21",97,10,10,10,10,10,10,"t",2,1,1,1.69
"Private Bed Room on the main floor in a Luxury house, LAN  and WIFI Internet to work from home business users. It is close to  Civic Hospital, From 417@Parkdale Exit, Walk to Wellington St,West gate Shopping Plaza. Business travelers,  Executives, Doctors / Nurses on Rotation. One block from bus stops  and few min to Tunney Pastures Train. Laundry and  shared Bath and Kitchen.  COVID safe  guests only. If you are from another country, please message me before booking.<br /><br /><b>The space</b><br />The room is fitted  with couch bed, decorative fire place and office  desk. It is on main floor, extra large, spacious and luxurious.  Has a private mini Fridge and TV inside the room. <br />Work from home with home office settings. Relax on couch while using Amazon prime.<br /><br /><b>Guest access</b><br />Can use Shared Kitchen/ Dining on the main Floor. Bath and Laundry is in Lower Level.<br /><br /><b>Other things to note</b><br />If you need parking please notify me during booking. M","Wellington shopping and food places. Tunney’s pastures, Civic hospital, experimental farm, one bus to downtown or u Ottawa.","within an hour","100%","95%","t","Civic Hospital - Experimental Farm - Central Park",3,3,"t","t","Kitchissippi",NA,45.3917,-75.73069,"Private room in house","Private room",1,NA,1,2,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Ethernet connection"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Paid parking lot on premises \u2013 1 space"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$29.00",5,120,"t",36,3,0,"2018-06-25","2020-12-22",97,10,9,10,10,10,10,"t",5,0,5,1.12
