"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"Jayco 31' Class C motorhome for rent.<br />Generator, roof air, slide, sleeps 6.<br />$225 per day, includes 100km free per day - 25 cents per km over 100kms.<br />$1,500 per week, includes 700km free per week - 25 cents per km over 700kms.<br />$1,000 damage deposit to be refunded when motorhome is returned clean inside and out, full of gas (as you will receive the motorhome full of gas) and holding tanks empty.<br />Driver at least 26 years old, 8 years minimum driving history, and cleared by our insurance company.","","N/A","N/A","N/A","f","",1,1,"t","f","College",NA,45.31817,-75.83074,"Camper/RV","Entire home/apt",6,NA,NA,3,"[""TV"", ""Private entrance"", ""Kitchen"", ""Heating"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$225.00",4,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,NA
"Bright,  one bedroom basement apartment, five minute walk to Carleton University, two blocks from Dow's Lake and Rideau Canal skateway. Private, separate entrance and FREE parking on site. Sofa bed in living room accommodates two additional guests. Fully equipped kitchen, tea and coffee provided, private FREE laundry facilities. Bus stop in front of house. Within walking distance of Bank Street, Landsdowne Park, convenience stores.  Cozy, clean, comfortable, not high luxury!! Traffic noise.<br /><br /><b>The space</b><br />We follow all Covid-19 cleaning protocols diligently, and there is a minimum 24 hr break between bookings to ensure your safety.<br />This is a private cozy, comfortable space for adults or small families. It is a standalone apartment with NO shared facilities or shared entrances. It is located on a busy city artery, so there is ALWAYS traffic noise. There are three apartments in this building, apartments one and two are permanently occupied by quiet Carleton Univers","Bronson Avenue is the primary access road to the Ottawa International Airport, bordering the Glebe area of Ottawa, the apartment is part of a house that's rented to students and many of the neighbouring properties are also occupied by students.  Other than street noise though, it's a quiet neighbourhood.","within an hour","100%","100%","t","",1,1,"t","t","Capital",NA,45.39555,-75.69668,"Entire apartment","Entire home/apt",4,NA,1,1,"[""Coffee maker"", ""Hot water kettle"", ""Hair dryer"", ""Portable heater"", ""Wifi"", ""Wine glasses"", ""Conditioner"", ""Microwave"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Free dryer\u2013In unit"", ""Extra pillows and blankets"", ""Shower gel"", ""Garden or backyard"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Toaster"", ""Portable fans"", ""Fire extinguisher"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Bathtub"", ""Pour-over coffee"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace: desk"", ""Free washer\u2013In unit"", ""TV"", ""Dining table"", ""Cleaning products"", ""Long term stays allowed"", ""Shampoo"", ""Central heating"", ""Lake access"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Room-darkening shades"", ""Dove body soap""]","$55.00",2,365,"t",263,35,1,"2018-03-29","2021-02-05",96,10,10,10,10,9,10,"t",1,1,0,7.49
"Offers comfy queen bed with ensuite bath & shower. Home backs onto NCC trails & bird sanctuary. Beach and river a few min walk. Enjoy main floor, and the beautiful garden with birds, squirrels & two bunnies visit. Breakfast & unlimited coffee/tea incl. Free Pkg. Wifi.<br /><br /><b>The space</b><br />Location: Bus service nearby, or ride your bike. Britannia Beach 10 min walk to the west, Mud Lake bird sanctuary is directly behind house. <br />House has family room with fireplace, and large living room with TV, shaw 200 channels & netflix, wi fi,  - a healthy retreat if that is what you need. <br /> Breakfast included. 10 minute drive to downtown.<br /><br /><b>Guest access</b><br />Master bedroom with ensuite bath. Also enjoy the living room, dining room, family room, kitchen, yard, and storage for bikes in garage.<br /><br /><b>Other things to note</b><br />Clean and quiet house. Hardwood floors. 50 yr old home was totally renovated 10 yrs ago. In a quiet location backing onto Parkwa","Step out the back door, and you are greeted by the sounds of water rolling over the rapids in the Ottawa river, birds chirping, racoons maybe fighting, runners, cyclists, leisurely strollers chatting as they pass on the path & you are looking onto the bird sanctuary.  Britannia beach 10 min walk offers swimming, beach volleyball, surfing, music venus picnicking.  Lincoln Heights area of executive homes, with mostly original owners, like age 75 plus. Free tennis courts & soccer field steps away, & 2 sailing clubs nearby. 10 min walk to restaurants & 5 min to ice cream & coffee shop near the beach.","within a day","100%","85%","f","",2,2,"t","t","Bay",NA,45.37063,-75.78714,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Cable TV"", ""Wifi"", ""Free street parking"", ""Keypad"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Shampoo"", ""Breakfast""]","$53.00",1,14,"t",82,3,0,"2015-10-13","2020-03-08",94,10,10,10,10,10,9,"f",2,1,1,1.26
"My place is good for couples, solo adventurers, and business travellers.","","N/A","N/A","N/A","f","",1,1,"t","f","River",NA,45.38485,-75.73371,"Entire apartment","Entire home/apt",2,NA,NA,1,"[""Gym"", ""Hair dryer"", ""Wifi"", ""Elevator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Pool"", ""Shampoo""]","$139.00",7,60,"f",3,0,0,"2017-02-23","2018-10-13",100,9,10,9,9,8,9,"f",1,1,0,0.06
"Heart of downtown Ottawa. Renting for Friday and Saturday nights. Perfect if you want to spend Canada day in downtown Ottawa. Moving out of the apartment Saturday, so it has the bare minimum. Has a furnished bedroom and a couch in the living room. No parties, sensible people only.","","N/A","N/A","N/A","f","",1,1,"t","f","Somerset",NA,45.41376,-75.69038,"Private room in apartment","Private room",2,NA,1,1,"[""Washer"", ""Dryer"", ""Private entrance"", ""Heating"", ""Free parking on premises"", ""Kitchen"", ""Private living room""]","$250.00",1,2,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",1,0,1,NA
"Large bright furnished studio on 2nd floor of a heritage building. Located on a quiet street, close to city's downtown core, Byward Market and Foreign Affairs, and adjacent to the University of Ottawa, just steps away from the NAC & Parliament Hill<br /><br /><b>The space</b><br />Large bright furnished studio on 2nd floor of a 3 story heritage building.<br /><br />Features include:<br />- Fully equipped kitchen available for the chef in you<br />- 32'' flat screen <br />- Quality bed & bath linens <br />- Iron and ironing board so you can look your best <br />- On-site laundry facilities<br /><br /><b>Guest access</b><br />- Free Wireless Hi-Speed Internet<br />- Free Digital TV<br /><br /><b>Other things to note</b><br />Both the building and the neighbourhood are peaceful. <br /><br />Parking is available on site or on the street.  There are no restrictions for parking on the street at night or on the weekends (unless there is a snow storm).  Parking on site needs to be coordinated ","Sandy Hill is one of the oldest and beautiful neighbourhoods in Ottawa.  We are located on a quiet street, close to city’s downtown core, Byward Market and Global Affairs Canada, and adjacent to the University of Ottawa, just steps away from Le Cordon Bleu and Strathcona Park, a large outdoor park with lots of green space! Also close to the NAC, Parliament Hill, National Gallery and the Rideau Canal.","within a day","100%","0%","f","",2,2,"t","t","Rideau-Vanier",NA,45.42938,-75.67805,"Entire apartment","Entire home/apt",2,NA,NA,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Long term stays allowed"", ""Lockbox"", ""Hangers"", ""Smoke alarm"", ""Breakfast"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$95.00",1,1125,"t",77,0,0,"2016-01-27","2018-08-29",98,10,10,10,10,10,10,"f",1,1,0,1.25
"Welcome to Old Ottawa South. After renting out our entire house on Airbnb this summer we will be switching to sharing our house with guests in the fall. <br />Our home is located within a block of Bank Street close to everything you may need - coffee shops, world famous Gelato, pubs, and even an Indie movie theatre. <br />Two bedrooms are available for guests please see listing ( ) for second bedroom. Please note we have two friendly dogs on the premises.<br /><br /><b>Guest access</b><br />Guests are welcome to use the kitchen, bathroom, living room, dining room and back deck. There is one parking spot available onsite.<br /><br /><b>Other things to note</b><br />I typically work from home and will generally be available to assist or chat. Coffee or tea is always available along with fruit and soda.","Family friendly urban neighbourhood. Close to the canal, shops, cafés, gelato, bookstores. Short 15 minute transit ride to Parliament hill. Half hour drive to Gatineau hiking trails.","N/A","N/A","67%","t","",2,2,"t","t","Capital",NA,45.39244,-75.68395,"Private room in house","Private room",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove""]","$60.00",1,29,"t",29,2,0,"2019-05-19","2020-02-29",97,10,10,10,10,10,10,"f",2,0,2,1.37
"11<br /><br /><b>The space</b><br />Great location ,5 min walking distance to Farmers Pick, Shoppers drug mart, Tim Horton's, Mac  Donald's, Mandarin Restaurant,Wings Restaurant and Sport bar. Public  transit outside of the property that connects to airport ,  downtown  and to Billings Bridge Station ( main station with transfers to all the city), 5 min walk to  Greek Church, 10min walk to  Carleton U,  5 min walk to Medical Clinic, 5 min walk to the Canal , Mooney's bay beach, the Rideau Canoe Club and Terry Fox.","Safe and friendly neighbourhood","N/A","N/A","0%","f","",1,1,"t","f","River",NA,45.36884,-75.70166,"Private room in condominium","Private room",2,NA,NA,1,"[""Host greets you"", ""Elevator"", ""Smoke alarm"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$40.00",2,7,"f",6,0,0,"2018-06-03","2018-09-02",93,10,9,9,10,9,9,"f",1,0,1,0.18
"This stylish studio is located in a quiet area of Ottawa downtown core and is perfect for pleasure or business travel to stay. Easy access to parliament hill, federal government buildings,restaurants, bars,shops, greyhound station, Ottawa Hospital, Museums and highway417.<br /><br />Self check-in, self check-out, fully equipped studio, secured  underground  heated parking, without meeting the host, make your stay as staying at your home and keep privacy.<br /><br /><b>The space</b><br />This smart condo (350 square feet) is equipped with everything you need: a new queen size bed,a futon bed, a laptop station, Bell Fibre Internet,a kitchen bar with two countertop stoves,microwave,bar fridge, and a full bathroom. An underground secured private parking is included.<br /><br /><b>Guest access</b><br />Check-in time is 4PM or anytime after 4PM, Check-out time is noon (12 O'Clock) or any time before noon.<br /><br />Early check-in or late check-out are possible depending on the availability.","Location Location Location!<br /><br />This flat is located In the centretown of Ottawa, walking distance to downtown core, federal government buildings and Parliament Hill(only 800 metres). Easy access to Rideau Centre, Byward Market, TD Place (Lansdowne Park), University of Ottawa and Carleton University. <br /><br />Starbucks coffee,Tim Hortons Coffee, LCBO (beer store), Shoppers Drug Mart, Staples, Independent Grocer, Whole Food Mart are nearby, and fabulous restaurants and pubs are on Bank Street, Elgin Street and Byward Market.<br /><br />Recreation Cannabis store is nearby on Bank street (two minutes walking).<br /><br />Easy access to highway 417, Ottawa International Airport,Ottawa Greyhound Station,Public transit and Via Rail Station,and Ottawa Hospital.<br /><br />Only 600 metres walk to Ottawa Greyhound Station(265 Catherine Street).<br /><br />Avis car rental is in the front of the building.<br /><br />#14 bus station is in the front of building.(#14 to Rideau Centre,St.La","N/A","N/A","100%","f","",1,1,"t","t","Somerset",NA,45.41062,-75.69497,"Entire apartment","Entire home/apt",2,NA,NA,1,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Stove""]","$9,000.00",250,365,"t",295,3,0,"2015-09-07","2020-03-31",94,10,9,10,10,10,9,"f",1,1,0,4.45
"Come spend CANADA DAY in OTTAWA!                  2 bedroom apartment with balcony view of downtown, right off the edge off downtown, conveniently located right off Rideau Street, 5 minute drive (15 min bus ride) into the heart of the city.","","N/A","N/A","N/A","f","",1,1,"t","f","Rideau-Vanier",NA,45.43018,-75.66348,"Entire apartment","Entire home/apt",4,NA,2,2,"[""Gym"", ""TV"", ""Wifi"", ""Heating"", ""Iron"", ""Pool"", ""First aid kit"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace""]","$500.00",2,2,"t",1,0,0,"2017-06-20","2017-06-20",NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0.02
"Bachelor apartment with an independent entrance for rent as part of a large elegant residential house in Lindenlea/New Edinburgh/Rockcliffe area in Ottawa. The bus No.1 is less than a block away.<br /> <br />The unit has been recently renovated. It is a semi-basement level with five windows, kitchenette, full bathroom, and large walking-in closet. Access to shared laundry facilities. <br /><br />The stop of bus No. 6 is around the corner. <br /><br />Non-smoker. Single occupancy.","","within an hour","100%","0%","f","",1,1,"t","t","Rideau-Rockcliffe",NA,45.44511,-75.67448,"Private room in house","Private room",1,NA,1,1,"[""Essentials"", ""TV"", ""Cable TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""First aid kit"", ""Smoke alarm"", ""Lock on bedroom door"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$65.00",4,60,"t",18,0,0,"2015-09-13","2019-10-31",99,10,10,10,10,10,10,"f",1,0,1,0.27
"OWNER OCCUPIED. Quiet and extra clean house. Private backyard with patio set and BBQ. You will love waking to the sound of birds as their are no neighbours at the back. 10 meters from public transportation, 5 minutes walk to market/groceries and bank. 15 minutes to Parliament buildings and downtown. Pics are up to date ! Parking included.<br /><br /><b>The space</b><br />Kitchen and dining room.<br /><br /><b>Guest access</b><br />You can access the backyard, BBQ, bathrooms and kitchen for “light meals”, not 3 course meals!<br /><br /><b>Other things to note</b><br />Absolutely no pets allowed and no smoking!","Very quiet, 15 minutes to downtown.","N/A","N/A","N/A","f","",2,2,"t","t","Beacon Hill-Cyrville",NA,45.44167,-75.59612,"Private room in townhouse","Private room",4,NA,3,9,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Extra pillows and blankets"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Host greets you"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$83.00",7,7,"t",4,0,0,"2016-07-04","2017-07-29",100,10,10,9,10,9,9,"f",2,0,2,0.07
"Central location! <br /><br />3 Full Bedrooms. Luxurious, Clean, and Spacious! The perfect home away from home with all the hotel comforts and more! Minutes away from Downtown, Byward Market, Rideau Shopping Center, Rideau Canal, and Parliament Hill! No better place to discover Ottawa.<br /><br />Parking Options available!<br /><br />In addition to all the essentials, this location is also equipped with:<br />- SmartTV (Netflix, YouTube... )<br />- Unlimited High Speed Internet<br />- Full Kitchen<br />- Washer/Dryer<br />- New AC setup for each room as of June 2019<br /><br />Safe and happy travels!<br /><br /><b>The space</b><br />This unit has three separate bedrooms for two couples or parents with children. A wonderful living room area which offers a Smart TV that allows Netflix and YouTube to be accessed. Additionally, a modern kitchen with Granite Countertops, Stainless Steel Fridge/Stove, Washer/Dryer, a fully renovated bathroom as well as access to a balcony!<br /><br /><b>Gues","THIS is where you want to be! Right on the bustling Rideau Street and near everything Ottawa has to offer! It doesn't get any better than this.<br /><br />Museums, museums, and more museums. This location has over a dozen museums in proximity (nature, war, postal, history, science & technology, agriculture, civilization, etc.)<br /><br />Or, spend the day relaxing in the largest thermal spa in North America; Nordik Spa-Nature, situated only 10 minutes way.<br /><br />Perhaps you'd like to try your luck against the one-armed-bandits? You are a short 15 minutes drive to the ""Lac-Lemay"" Casino in Hull!<br /><br />Then, finish off by watching the sunset on a hilltop in the Gatineau Park.<br /><br />These are just a few suggestions of activities to do during your time here. Once you book your stay with us, be sure to check out the Guestbook for more details and other ""MUST-DO"" items in Ottawa.","within an hour","100%","70%","f","Le Sud-Ouest",29,29,"t","t","Rideau-Vanier",NA,45.43046,-75.67897,"Entire apartment","Entire home/apt",8,NA,3,4,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises""]","$81.00",15,1125,"t",144,20,0,"2017-11-24","2021-01-03",95,10,9,10,10,9,9,"f",8,8,0,3.67
"My place is good for couples, solo adventurers, and business travellers.","","N/A","N/A","N/A","f","",1,1,"t","t","Kitchissippi",NA,45.40526,-75.73197,"Entire condominium","Entire home/apt",2,NA,1,0,"[""Gym"", ""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Hot tub"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Shampoo"", ""Elevator"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm""]","$80.00",2,30,"t",29,0,0,"2017-01-15","2018-04-27",98,10,9,10,10,10,10,"f",1,1,0,0.58
"My house is not central but conveniently close to public transport and the highway to downtown (15 minutes) - a great starting point to explore Ottawa! The airport is 10 minutes away. You’ll love my place because of the open concept layout (lots of light), the swimming pool (salt system), the hot tub, the comfy beds, the European flair... and Spencer the Cat! Great for families, friends, or groups of business travellers.<br /><br /><b>The space</b><br />The master bedroom has a queen-size bed with luxury mattress topper, cotton linens and hypo-allergenic duvets. It has an ensuite bathroom, and boasts its own Napoleon gas stove. The other bedrooms have a double bed and are adjacent to a full bathroom . The kitchen is fully equipped (including a Nestle Dolce Gusto espresso machine). The pool and the landscaped backyard may be a seasonal treat, but the hot tub is functional year-round, and conveniently located just off the kitchen patio door. There is a lovely gas fireplace in the living ","My neighbourhood is quiet, residential, family-oriented, and culturally diverse. There are many parks, playgrounds, and recreational trails just a few steps away. A major shopping mall (South Keys) - with grocery store, bank, electronics store and several food outlets and chain stores (such as Winners, Homesense, Wal-mart, The Source) is 2.5 km away.There are several gas stations around, as well as a little strip mall with a convenience store and a pharmacy within 1 km.<br />If you are looking for a restaurant, KS (Daze Street) is a great family restaurant with excellent food (try their pizzas!) and two patios across the road from the South Keys shopping mall.","within an hour","100%","100%","f","",2,2,"t","t","Gloucester-Southgate",NA,45.37022,-75.62651,"Entire house","Entire home/apt",8,NA,4,4,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Garden or backyard"", ""Refrigerator"", ""Hot tub"", ""Beach essentials"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Pool"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$150.00",3,10,"t",9,1,0,"2017-05-29","2020-02-18",93,10,9,10,10,9,10,"f",2,1,1,0.2
"1,900 square foot Santa Fe style bungalow with modern kitchen, hallway and bathroom sky-lights. This traditional Southwestern architecture designed house has three bedrooms and one pull out couch and is done in Venetian plaster throughout. Arched entrance ways into the dining room area and curved corners complete the design.  There is a huge 40' x 20' foot pool in a treed private backyard that includes a BBQ.  An 8 person sauna is available to you in the basement - all on a quiet treed street.<br /><br /><b>The space</b><br />Southwestern house plans reflect a rich history of Colonial Spanish and Native American styles and are usually one story with flat roofs, covered porches, and round log ceiling beams. <br /><br />Walls of Southwestern style homes like The CasaGrotto are often stucco or stone and have overhangs or trellises to provide shade from the desert sun. Southwestern house plans tend to be asymmetrical with alcoves, spacious living areas, and fluid layouts.<br /><br /><b>Gue","Beaverbrook is bounded by March Road to the north and east, Campeau Drive to the south, and just to the west of Carr, Pentland, Tiffany and Reaney Crescents. Beaverbrook is one of the original neighbourhoods of the former city of Kanata. <br /><br />The area remained mainly agricultural until the 1960s, when it was developed from rural land that was acquired by Bill Teron. The neighbourhood was built using a model community approach, which made Beaverbrook into an independent neighbourhood that has its own unique character and commercial services.","within an hour","100%","83%","f","",1,1,"t","t","Kanata North",NA,45.33012,-75.8983,"Entire bungalow","Entire home/apt",6,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Ethernet connection"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Pool"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Dishwasher""]","$395.00",7,90,"t",13,5,0,"2018-03-16","2020-10-08",92,10,9,10,10,10,9,"t",1,1,0,0.37
"A perfect location with public transportation right at your door leading you straight to the heart of Downtown Ottawa or a 15 minute drive by car.<br /><br /><b>The space</b><br />It's a very cozy one bedroom, one bath apartment in a brand new building with wood and tiles throughout the living space and bathroom. The apartment is fully equipped with all the essentials you need in your kitchen, bathroom and bedroom. The bedroom has a queen size bed with plenty of closet space and the living space has a couch with a large TV which you can stream with the Netflix service. The building is brand new and quiet, it’s easily accessible to the OC Transpo (25 Bus) which will bring you directly to Blair where you’ll be able to take the train downtown (25 minutes) and to the East/West end of the city directly. There is parking on site which is included. The apartment get cleaned by professional services after each guest leaves.<br /><br /><b>Guest access</b><br />The place has a lot of stuff that ","The apartment is located walking distance to a grocery store, pharmacy, local pub, banks, gas station and Tim Hortons.","within an hour","100%","94%","f","",5,5,"t","t","Innes",NA,45.42982,-75.56781,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Heating"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm""]","$96.00",10,1125,"t",31,5,0,"2017-05-28","2020-11-20",97,10,10,10,10,10,9,"t",5,5,0,0.68
